Path,URL,Size in bytes (optional but recommended),MD5 Hash (optional but recommended),Filter Terms (optional),Overwrite (optional),Comments (optional)
docs/Jaguar/Jaguar Manuals/Power Drive Rally.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FPower%20Drive%20Rally.pdf,1788289,28081489eac8b89878c0478db17a0c0c,,,Power Drive Rally.pdf
docs/Jaguar/Jaguar Manuals/Protector - Special Edition.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FProtector%20-%20Special%20Edition.pdf,925075,0047a9be1ab18a562045e77ff7b064a0,,,Protector - Special Edition.pdf
docs/Jaguar/Jaguar Manuals/Raiden.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FRaiden.pdf,554108,5bca127e82e24530dab67ffa72126dfa,,,Raiden.pdf
docs/Jaguar/Jaguar Manuals/Rayman.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FRayman.pdf,2371827,4ff77aba4636053b2082cf54f7812f9e,,,Rayman.pdf
docs/Jaguar/Jaguar Manuals/Ruiner Pinball.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FRuiner%20Pinball.pdf,1337901,481a162129d5f9e7e79383e7b2d5e7d1,,,Ruiner Pinball.pdf
docs/Jaguar/Jaguar Manuals/Skyhammer.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FSkyhammer.pdf,1039563,47a647dd2904128faed4fa2f9dc1dc86,,,Skyhammer.pdf
docs/Jaguar/Jaguar Manuals/Soccer Kid.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FSoccer%20Kid.pdf,645191,53ad2e3779ed51af66cc80a2a1b266cf,,,Soccer Kid.pdf
docs/Jaguar/Jaguar Manuals/Space War 2000.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FSpace%20War%202000.pdf,60075,aebce3985664a4ec8ee901ccbc92b481,,,Space War 2000.pdf
docs/Jaguar/Jaguar Manuals/Super Burnout.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FSuper%20Burnout.pdf,1577646,9a86dfb301fa91b172dff8140200e5b2,,,Super Burnout.pdf
docs/Jaguar/Jaguar Manuals/SuperCross 3D.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FSuperCross%203D.pdf,1047868,0e97ced4b1f971dd60560797c5e051eb,,,SuperCross 3D.pdf
docs/Jaguar/Jaguar Manuals/Syndicate.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FSyndicate.pdf,2337802,3ba41935ab95419ed0ae15a13877fef6,,,Syndicate.pdf
docs/Jaguar/Jaguar Manuals/Tempest 2000.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FTempest%202000.pdf,1221138,ab388aa8f5d2c29c8170ade066683bf3,,,Tempest 2000.pdf
docs/Jaguar/Jaguar Manuals/Theme Park.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FTheme%20Park.pdf,4724474,fef612ff3e0a248d32122eb4fced3eec,,,Theme Park.pdf
docs/Jaguar/Jaguar Manuals/Towers II - Plight of the Stargazer.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FTowers%20II%20-%20Plight%20of%20the%20Stargazer.pdf,1201495,0535b16f58fabe6a82472ebe61e10e96,,,Towers II - Plight of the Stargazer.pdf
docs/Jaguar/Jaguar Manuals/Trevor McFur in the Crescent Galaxy.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FTrevor%20McFur%20in%20the%20Crescent%20Galaxy.pdf,1217135,a1e19669d5cbf95a1676a47287334ccb,,,Trevor McFur in the Crescent Galaxy.pdf
docs/Jaguar/Jaguar Manuals/Troy Aikman NFL Football.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FTroy%20Aikman%20NFL%20Football.pdf,3968330,43ebcffbbc6d7b4306d140f8ca614f7b,,,Troy Aikman NFL Football.pdf
docs/Jaguar/Jaguar Manuals/Ultra Vortek.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FUltra%20Vortek.pdf,2159690,c2bb17cecffe85eb32cce6a1fc526b02,,,Ultra Vortek.pdf
docs/Jaguar/Jaguar Manuals/Val d'Isere Skiing and Snowboarding.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FVal%20d%27Isere%20Skiing%20and%20Snowboarding.pdf,1317601,077cd9b225dd145acf37d2b78f35abbf,,,Val d'Isere Skiing and Snowboarding.pdf
docs/Jaguar/Jaguar Manuals/White Men Can't Jump.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FWhite%20Men%20Can%27t%20Jump.pdf,2737192,7f19a856eeb01654c91fc6882ed9e2d7,,,White Men Can't Jump.pdf
docs/Jaguar/Jaguar Manuals/Wolfenstein 3D.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FWolfenstein%203D.pdf,1609600,6725d8bd6afe8f4fd78f1a0aa6a1573c,,,Wolfenstein 3D.pdf
docs/Jaguar/Jaguar Manuals/Worms.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FWorms.pdf,1218807,3a60280fbda0e3d1c2003590e44d8b95,,,Worms.pdf
docs/Jaguar/Jaguar Manuals/Zero 5.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FZero%205.pdf,862628,224ea78992e66690f3b3001af8f86ecb,,,Zero 5.pdf
docs/Jaguar/Jaguar Manuals/Zool 2.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FZool%202.pdf,1183227,d169e23174a5576e4479dc4e73b75df7,,,Zool 2.pdf
docs/Jaguar/Jaguar Manuals/Zoop.pdf,https://archive.org/download/mister-manuals/1993_Atari%20Jaguar.zip/1993_Atari%20Jaguar%2FZoop.pdf,742371,942359e9bd877cf1bc5e1d9952f3c328,,,Zoop.pdf
